genes,HiT,LpH
YALI1_E27625g,1.91956195596944,4.08277775991792
YALI1_E12561g,1.22339662582268,3.5277370237049
YALI1_A15105g,1.16343607840391,3.0029062925908
YALI1_F15357g,3.1181581537741,4.02603024320674
YALI1_E02744g,1.12467594328521,2.51519091651276
YALI1_C25391g,1.40111254388805,4.15045518320018
YALI1_C01161g,1.41177775515982,5.80716649285001
YALI1_B27968g,2.45734075460664,2.54761062376842
YALI1_D35025g,2.04435489191362,1.50704606543806
YALI1_B21155g,1.70918153598315,4.82047376820983
YALI1_A16681g,1.68270545241143,3.65447261477407
YALI1_E20794g,1.13317920084,3.62122139736734
YALI1_D00094g,1.52563997038705,2.87831420073159
YALI1_E20463g,1.2620061300157,2.75301884907843
YALI1_B21381g,1.22655472508415,1.36598760442557
YALI1_B02047g,1.71721210073648,1.17697655374573
YALI1_A12540g,2.69484357180162,2.35880583510154
YALI1_F12649g,1.04485988368628,1.60364148191763
YALI1_F03215g,0.9364267781361,1.16816541934189
YALI1_A21477g,1.74840085800397,3.22988031581366
YALI1_E21779g,1.82974625129952,1.86947934032064
YALI1_A21594g,1.6237123369543,1.36263448948977
YALI1_D26666g,1.33323682953998,1.27169868285384
YALI1_E24245g,1.38872964031515,1.6921107597839
YALI1_C05972g,1.07636784969087,1.86546401666099
YALI1_B13259g,1.32885393430778,3.09187617590899
YALI1_A12037g,1.68567549928374,1.65660473270251
YALI1_A04261g,1.58149422757701,2.0766404037489
YALI1_B25868g,0.893904663894873,3.1400132105674
YALI1_F01755g,2.38443411661577,1.32434039502407
YALI1_F12810g,1.27778926992986,3.03790172865265
YALI1_D02804g,1.32496659540037,1.56778753621672
YALI1_E14619g,1.43466989656881,1.64810962657343
YALI1_E32776g,1.14432056736112,1.24544563715403
YALI1_C07360g,0.849398584472996,1.8140340058537
YALI1_B21935g,1.66839329847666,2.11703884206322
YALI1_D17829g,0.780367432641178,1.23452059466117
YALI1_F26399g,0.838009001998167,1.08691524677249
YALI1_D18251g,0.826833595740229,2.46333816253013
YALI1_E35249g,1.50115854753463,3.06185317826399
YALI1_D30285g,0.993530059162823,2.74812964194758
YALI1_C24434g,0.769282605928458,1.8620888985914
YALI1_F21467g,1.64897896402959,1.73279991431317
YALI1_A06989g,1.50264051870128,1.44933539050151
YALI1_B27179g,0.78783113752281,1.79642419715956
YALI1_C10762g,2.00409880114905,1.51658635079337
YALI1_B09002g,1.36989227127818,1.59872191169223
YALI1_D17832g,1.39263867586094,1.93712849275779
YALI1_F00399g,1.11741346500361,1.91678021534866
YALI1_D31258g,1.4624697119261,0.98942564055536
YALI1_A00058g,1.40947428285057,2.56815127842654
YALI1_D00929g,0.858991344735232,0.979196974460408
YALI1_F00534g,1.13518774078378,1.26003286126238
YALI1_C13928g,1.00757246983699,1.20255535776714
YALI1_A02365g,1.35493129488908,1.86814838463774
YALI1_B03288g,1.54330289368181,0.959174003241996
YALI1_B13641g,1.32618927293328,1.41837863603411
YALI1_F15769g,1.59158177016951,1.39517878997247
YALI1_B03290g,0.895094065097377,0.86507473648298
YALI1_B03225g,1.6128914227164,1.76668239605523
YALI1_D22568g,1.05402842047997,1.31528288803318
YALI1_E30561g,1.50752582819726,0.962511164529606
YALI1_D23612g,0.79540700873071,1.19869263749142
YALI1_C29302g,1.32256079448613,1.06878388285921
YALI1_C28686g,1.68201916580904,1.19908998373862
YALI1_A03512g,0.831086915971875,0.916958921547386
YALI1_E11181g,1.29041725574941,1.06260584331804
YALI1_A05737g,0.878110905819165,1.137245188124
YALI1_F16199g,1.62573725614113,0.921606184076714
YALI1_A21175g,1.10557618019637,1.39076477851997
YALI1_B08868g,0.94556564796646,1.35916540334519
YALI1_A21021g,0.788292128415641,1.58870686208284
YALI1_A20242g,1.08430476430677,1.00686393416961
YALI1_C28456g,0.945861639256443,1.0978831650499
YALI1_B02035g,0.953864879016119,1.24050072658817
YALI1_F39923g,0.96135799651505,1.34322421586463
YALI1_B15706g,0.86043297651809,0.973400318515482
YALI1_F00366g,0.980354422972622,2.02667895965399
YALI1_C02291g,0.786360638805343,0.981565952318305
YALI1_F11417g,1.00026608703308,0.761618136971287
YALI1_E07259g,0.777980623888658,0.810375060057068
YALI1_D34980g,0.928300386320231,0.835893297820702
YALI1_E28397g,0.981798965807661,0.79889384669661
YALI1_D29630g,0.830007924188726,0.920044351601108
YALI1_F23214g,0.757036463508284,1.25815878469794
