,Ref_1,Ref_2,Ref_3,Ref_4,HiT_1,HiT_2,HiT_3,LpH_1,LpH_2,LpH_3,LpH_4
YALI1_F32597g,0.843867371515768,1.06080578942014,0.908167148626653,0.795519526144456,0.9710937474059,0.999740830722279,0.934459463377416,0.791808856663276,0.804739273753815,0.811238929399797,0.788366137029502
YALI1_D10458g,0.762910174771109,0.908427339064089,0.776362061953204,0.714331722583927,0.835066927670397,0.831157071312309,0.772828788301119,0.57407680844354,0.58120751190234,0.587843521159715,0.576923219735504
YALI1_D28273g,0.75547652207528,0.826945499796541,0.789730513733469,0.686388771007121,0.752865706205493,0.823791960630722,0.784576496846389,0.542221417497457,0.614988364496439,0.559203538250254,0.568797179247202
YALI1_C24707g,0.645328149847406,0.642641599287894,0.580539876907426,0.621344269888098,0.724054292980671,0.723074402441506,0.696127487792472,0.730616238555443,0.582120033672431,0.588766461749746,0.6794106474059
YALI1_A00102g,0.545248978229908,0.709371312309257,0.515123193896236,0.530658276805697,0.569657911291963,0.541761632349949,0.450041365615463,0.615993020244151,0.543315067039674,0.638765080671414,0.63547626103764
YALI1_A22539g,0.50517728819939,0.566344160630722,0.547594556358088,0.47691667293998,0.553360367141404,0.569110302339776,0.576667969786368,0.397777568362157,0.453040158697864,0.397104187792472,0.406923560528993
YALI1_E16731g,0.38265046775178,0.453469997151577,0.32929568646999,0.347918583825025,0.458914322787386,0.464212949033571,0.391180103051882,0.48304708982706,0.421129154832146,0.447642298575788,0.452941490233978
YALI1_C08262g,2.68232573550356,4.10861039674466,1.97158773550356,2.70570638555443,2.34462469379451,2.16424721464903,1.86204489318413,3.8962269318413,3.35440824008138,3.99637217802645,3.46824492573754
YALI1_F22436g,1.55544059613428,2.69418617293998,1.56982961546287,1.77658994404883,1.58733998067141,1.58157641302136,1.45043027466938,1.78405132960326,1.48845659918616,1.48767093591048,1.69303628687691
YALI1_F00654g,1.45714608240081,0.933239077110885,1.10815158290946,1.20262856358087,1.54941692675483,1.72974138555443,1.22655822583927,1.50142643438454,0.976833912614446,1.1930491861648,1.22547695015259
YALI1_E15659g,0.802209804577823,1.30509043540183,0.813929960223805,0.789256644455748,0.644752166734486,0.622483206002035,0.588757514547304,1.07841580569685,1.02890298677518,1.04036804476094,1.02875361749746
YALI1_D11984g,0.65869811861648,0.709117388301119,0.692409001220753,0.586907591047813,0.646085082807731,0.613874682909461,0.549623861444557,0.760263703967447,0.672697420040692,0.7186696508647,0.640922058799593
YALI1_E17935g,0.132598445371312,0.0621461483418108,0.12610394923703,0.148236504476094,0.10236825930824,0.0996555444862665,0.106680022177009,0.102414304984741,0.142673007324517,0.114786906510682,0.108148503560529
YALI1_C12642g,1.08054498880977,1.6662793733469,1.17203057884028,1.01174107833164,1.13858638046796,1.16000224008138,1.05784603560529,1.23632266836216,1.06965649542218,1.16788720244151,1.27998836317396
YALI1_B05364g,0.951006782706002,1.29777534791455,1.08553814750763,1.11067617090539,0.939764562868769,0.953595533570702,1.05400279857579,1.06765572329603,1.15257053713123,1.08053656866734,1.12699078433367
YALI1_F04433g,0.796408922177009,1.11776562258393,0.870612839877925,0.817328814649034,0.929450457070193,0.971034032451679,0.889937414242116,1.02818156052899,0.856605572227874,0.915289370295015,1.02520464191251
YALI1_E18441g,0.527953169074262,0.688237500712106,0.560683583621567,0.559182538860631,0.642110563784334,0.559912560325534,0.534368119837233,0.539735046693794,0.495456046897253,0.450403334893184,0.449026726347915
YALI1_B28659g,0.400740586978637,0.376664915666328,0.392468438351984,0.469505893489318,0.408081203662258,0.397267227466938,0.397999858799593,0.469449065513733,0.575536033265514,0.599791741200407,0.564129759613428
