genes,HiT,LpH
YALI1_F15357g,3.10645934231013,4.08275047680529
YALI1_E12561g,1.21164729046776,4.02609628242552
YALI1_B21155g,1.69747769034001,4.15057318495122
YALI1_A15105g,1.15163874482313,5.80718232159617
YALI1_E20794g,1.12143156398053,2.5152550470466
YALI1_A16681g,1.67099458723874,3.52772776240336
YALI1_C25391g,1.38939190463768,3.65445558670461
YALI1_A12540g,2.68285637014461,4.82041674575224
YALI1_F12649g,1.03314278070314,2.87832869414504
YALI1_E24245g,1.37682372586516,1.36608326534232
YALI1_A21594g,1.61208428491439,1.17703136757024
YALI1_E27625g,1.90762098158068,2.75250301402131
YALI1_E20463g,1.25007261737798,1.60363245868758
YALI1_D02804g,1.31334000447121,1.16815793024761
YALI1_B21935g,1.65668306200644,1.27187946093577
YALI1_E02744g,1.11278167190872,1.6922129489014
YALI1_E21779g,1.81793798381449,2.35902748698274
YALI1_E32776g,1.1326485888922,3.09186322954955
YALI1_A04261g,1.56990127150406,1.65664062217244
YALI1_E35249g,1.48948893615209,3.03800470126284
YALI1_C05972g,1.06464097482977,1.56811248364212
YALI1_F21467g,1.63725510663526,1.64825822702081
YALI1_A21477g,1.73668866584979,3.13994536017039
YALI1_F12810g,1.26586701460385,2.07657593348967
YALI1_A06989g,1.49099952656713,1.24561085736002
YALI1_D00094g,1.51359998557036,1.86215320521107
YALI1_C01161g,1.39988850524403,1.79640442763715
YALI1_B09002g,1.35816908113959,2.74803282157409
YALI1_C10762g,1.99247076874824,1.59802661785946
YALI1_D31258g,1.45077124710892,1.51672534527444
YALI1_E14619g,1.42290745152879,1.73252438261407
YALI1_F00534g,1.12348859488541,3.06207640363035
YALI1_F00399g,1.10549189885064,1.44927185104514
YALI1_F15769g,1.579977220243,1.91680251336059
YALI1_B03225g,1.60122860357074,1.25996460769124
YALI1_B13641g,1.31446857484053,1.86828252343813
YALI1_D22568g,1.04225333426842,1.06883930724071
YALI1_C28686g,1.67035270838764,1.31544983418537
YALI1_A00058g,1.39724488375238,1.06251273413689
YALI1_E30561g,1.49546757960888,1.20369771342082
YALI1_E11181g,1.27906428373896,1.3437229225728
YALI1_B27968g,2.44657397964223,1.39094829824588
YALI1_A21175g,1.09381536735338,1.24053208018597
YALI1_F16199g,1.61369424149537,2.02648031464831
YALI1_D35025g,2.03168001684239,1.25799958851048
