V1	V2	V3	V4
KMXK0D05520	4.80241292803533e-05	3.42252404260597e-05	4.4720388481758e-05	4.5590122875864e-05
KMXK0E04920	3.09287453800418e-05	0.000117592291660924	2.98954609903623e-05	0.00010239397398451
KMXK0B03470	2.78121351857404e-05	0.000105537813342324	1.36462668681167e-05	5.83238950778273e-05
KMXK0H03120	6.85784473944334e-05	6.13988344850427e-05	7.10222145093505e-05	0.000107102923137407
KMXK0A03230	4.76703649919232e-05	2.22920176052337e-05	3.15101047657955e-05	7.05402881351322e-06
KMXK0C00130	3.88574033804164e-05	5.98934845025356e-05	4.92222049653695e-05	8.47720989914293e-05
KMXK0E03090	3.17384857297127e-05	2.47904677662073e-05	3.29435883999734e-05	1.93861753053765e-05
KMXK0A02470	6.2231431771479e-05	2.10843302438586e-05	4.00460079958573e-05	6.83889127578458e-05
KMXK0G00680	0.000437497514860251	0.000455031469658408	0.000357556645019259	0.000394276602933614
KMXK0F00940	3.42058697954068e-05	2.94673508890727e-05	2.64065308733851e-05	3.25003629649208e-05
KMXK0A03790	8.09585120618738e-05	3.55450140462093e-05	4.318990746371e-05	4.83442522694897e-05
KMXK0D05180	2.27341164886788e-05	1.13784411716539e-05	2.03528459980758e-05	2.09140817157191e-05
KMXK0D01880	9.46934136236617e-06	1.81523308679696e-06	6.30430232601421e-06	8.76217080901316e-06
KMXK0E02020	1.37222009201345e-05	7.37330595005454e-06	1.44102657103164e-05	1.36297292919621e-05
KMXK0E01130	3.08995349845842e-05	1.66415120647648e-05	2.88574350628035e-05	2.77410303721593e-05
KMXK0E01660	3.83475134577593e-05	7.57780178706377e-05	5.48023699836921e-05	8.63178396890965e-05
KMXK0C03840	4.58197404927759e-05	3.03282596785487e-05	4.78947758374156e-05	5.82991540965345e-05
KMXK0D02430	5.75160258859268e-05	2.13216319531488e-05	3.21485077110986e-05	2.79778837482108e-05
KMXK0C01560	6.82948864255695e-05	6.72803001984106e-05	5.79173030745237e-05	6.55192827279426e-05
KMXK0A05270	8.85356794157958e-05	8.20356042246376e-05	0.00011373195028266	9.38278454119714e-05
KMXK0A00480	2.56057652725072e-05	7.33066286558889e-06	2.88662790801713e-05	2.8951787825452e-05
KMXK0D02830	2.84518802877528e-05	1.04541708959243e-05	2.52126774691804e-05	2.47442167025557e-05
KMXK0H00920	9.90027013311048e-05	8.07877441123077e-05	7.48396314592255e-05	8.54438416339794e-05
KMXK0F03550	0.000157655248091857	0.000185641591136799	0.000158077388961553	0.000174046706340227
KMXK0G00710	4.81776071262661e-05	3.48797432913975e-05	5.25425654053552e-05	5.3175825125023e-05
KMXK0B05260	2.58077495535389e-05	3.80274117943685e-05	4.94603408893278e-05	7.14381356242897e-06
KMXK0E04320	2.7157182677318e-05	1.88400091072472e-05	2.51261488522762e-05	1.82419852559123e-05
KMXK0B02340	0.000138181818486126	0.000153556300302204	0.000118457554606837	0.000154240676812272
KMXK0C05490	2.08931115744449e-05	1.23960892528831e-05	2.0695146279328e-05	2.19087888572783e-05
KMXK0F03040	0.000111105713242454	0.000159359677494267	0.000118212003240448	0.000166907918287428
KMXK0A02290	1.2765662526384e-05	8.379372988771e-06	1.70934532336899e-05	1.49502628215242e-05
KMXK0F05420	2.13200744721437e-05	1.9347215517081e-05	1.87551873693692e-05	1.54992697766271e-05
KMXK0F02690	1.0668750539463e-05	4.8227962259483e-06	6.43552689908217e-06	1.07437843669688e-05
KMXK0E04230	5.96624796404303e-05	0.000198406166995078	9.10772938653948e-05	0.000103498095669626
KMXK0A06740	2.07995633731477e-05	1.45959500860876e-05	3.26807618232161e-05	2.11081885027457e-05
KMXK0B01850	7.76911787879559e-05	8.48239064014261e-05	9.32883423091934e-05	0.000104021595166045
KMXK0C03060	0.000148389332503859	0.000178467070576096	0.000130535854221709	0.000132066938491528
KMXK0B00390	3.99673004028701e-05	3.72961158168129e-05	4.70932377529228e-05	0.000126562514107887
KMXK0F03260	3.36843892496617e-05	2.04851607310831e-05	2.34535700018515e-05	3.01016182001943e-05
KMXK0B01430	6.30185628026007e-05	7.05499577148228e-05	8.96265384724298e-05	3.01305914033499e-05
KMXK0C02640	0.000207101019689508	0.000250218261513428	0.000192506904737047	0.000215539933601942
KMXK0A05810	0.000101536407809384	0.000110184119204065	9.28896942652431e-05	0.000108403943471431
KMXK0E03160	2.94040083287469e-05	1.49508601735062e-05	3.03744635361371e-05	2.5950111171991e-05
KMXK0B02930	6.78382898064363e-05	5.78650688180683e-05	7.13343005445439e-05	7.72852891442595e-05
